[INFO] time: 2024-12-13 00:02:44, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:38, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:53, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:53, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:59, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:38:59, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:25, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:25, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:35, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:35, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:40, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:40, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:39:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:13, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:13, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:21, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:21, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:31, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:31, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:35, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:40:42, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:43:27, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:43:49, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:44:17, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:44:25, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:44:30, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:46:43, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:46:46, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:46:50, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 01:46:54, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 02:12:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 02:12:06, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 02:12:07, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
[INFO] time: 2024-12-13 02:12:07, module: meta_data_mgt, actor: HandoverManager, function: query_handoverData_by_user, payload: {'user_uid': '476c9238-b02d-4212-80eb-c6d0be62b597'}
